sexo,idade,faixa_etaria,cor_raca,escolaridade,horas_trabalho_por_semana,portador_de_deficiencia,tamanho_da_empresa,tempo_no_emprego,remuneracao
1,58,7,2,3,44,0,2,70.9,1094.5
1,38,5,2,6,44,0,4,39.5,2159.64
1,38,5,8,7,44,0,8,27.8,1590.73
1,54,7,8,2,44,0,6,32.9,1227.99
1,24,3,2,5,44,0,5,5.9,1285.53
2,20,3,9,8,44,0,4,9.9,1283.6
1,33,5,99,7,30,0,10,16.8,2599.93
2,30,5,9,7,44,0,8,3.5,1739.58
1,42,6,99,7,40,0,8,165.2,1078.59
2,38,5,99,7,30,0,10,182.6,4100.64
2,39,5,8,7,34,0,7,52.9,1649.9
1,65,8,8,3,44,0,6,305.2,2104.9
1,21,3,8,7,44,0,5,3.9,1199.69
1,24,3,8,7,42,0,10,4.8,1902.76
1,34,5,2,7,37,0,10,105.9,7745.27
1,46,6,8,7,44,0,7,23.5,1686.35
1,28,4,8,7,40,0,2,19.4,5011.5
2,18,3,8,8,40,0,3,7.9,1028.7
2,57,7,99,9,44,0,10,356.8,3269.43
1,25,4,99,5,30,0,10,22.9,1654.99
1,48,6,99,11,30,0,9,298.4,18098.28
1,47,6,8,5,44,0,5,111.9,2435.53
2,45,6,9,9,40,0,10,10.9,2917.05
1,40,6,8,2,36,0,7,33.9,1243.69
1,29,4,8,7,38,0,10,73.8,2869.03
2,24,3,2,9,44,0,2,6.6,992.25
1,34,5,9,7,44,0,3,21.9,1517.39
2,52,7,99,7,30,0,10,417.9,1687.72
1,35,5,8,6,44,0,7,13.8,1102.23
2,26,4,8,4,44,0,4,25.6,1149.94
1,28,4,8,7,44,0,9,3.6,1601.31
2,31,5,4,9,44,0,6,79.8,3598.9
2,41,6,2,5,44,0,6,52.2,1206.64
2,39,5,99,6,44,0,9,151.9,1950.24
1,60,7,9,7,22,0,2,11.8,964.56
1,37,5,8,6,44,0,7,88.9,3264.0
2,36,5,9,7,44,0,8,46.5,2069.12
2,38,5,99,7,30,0,10,180.0,1888.8
1,40,6,99,9,40,0,8,40.2,2731.58
2,42,6,99,9,25,0,10,214.9,9469.29
1,45,6,99,5,30,0,6,191.1,1297.67
1,60,7,99,7,30,0,10,29.8,1712.02
1,34,5,99,7,40,0,10,28.7,2824.04
1,51,7,2,4,40,0,10,11.9,1312.13
2,26,4,99,9,40,0,10,11.9,1504.1
2,36,5,8,7,44,0,2,22.9,1135.71
2,40,6,8,7,44,0,3,102.8,1223.5
1,30,5,8,9,42,0,5,17.5,2280.29
1,38,5,8,8,43,0,8,112.4,10063.46
2,36,5,99,9,40,0,10,122.3,5693.91
2,29,4,1,7,44,0,10,4.6,977.83
1,51,7,2,7,44,0,7,179.6,1295.29
2,57,7,99,7,40,0,10,222.4,4929.42
2,69,8,99,7,40,0,10,451.9,3011.37
1,51,7,8,5,44,0,10,86.5,1191.96
2,26,4,99,7,40,0,10,11.7,1512.36
1,38,5,8,7,44,0,8,43.4,1938.04
2,33,5,99,5,30,0,10,108.7,1168.99
2,35,5,8,7,44,0,6,11.8,1166.4
1,43,6,99,5,40,0,8,15.9,2880.36
1,20,3,9,7,44,0,3,1.7,1011.64
1,25,4,8,7,44,0,4,75.6,1635.63
1,40,6,8,9,44,0,2,130.9,1419.78
1,28,4,99,7,44,0,8,5.2,1266.23
1,62,7,8,2,44,0,3,124.9,1050.93
1,20,3,8,7,44,0,7,4.4,1205.51
1,25,4,8,7,44,0,7,5.6,1141.51
1,19,3,8,7,40,0,10,0.6,676.28
1,21,3,8,6,44,0,4,1.8,1781.96
1,46,6,8,7,44,0,3,10.9,1232.16
2,51,7,6,9,40,0,7,14.5,5284.26
2,28,4,99,7,30,0,10,11.3,1258.92
1,59,7,99,9,44,0,10,45.2,1853.67
2,39,5,8,9,44,0,5,10.8,3749.29
1,54,7,99,9,30,0,9,23.0,6298.43
2,34,5,99,9,40,0,8,102.9,3950.03
2,21,3,8,7,28,0,4,1.8,1494.45
2,47,6,99,7,30,0,9,171.9,2426.63
1,21,3,9,7,44,0,9,6.7,1692.25
1,31,5,8,7,44,0,10,74.8,6720.02
2,32,5,8,9,40,0,6,16.9,1811.89
1,63,7,99,4,30,0,10,429.6,2241.8
2,47,6,99,7,40,0,10,284.5,4123.2
2,37,5,8,7,44,0,3,48.9,1208.69
2,17,2,8,6,20,0,10,9.4,515.12
1,18,3,8,7,20,0,9,16.8,483.9
1,43,6,9,7,44,0,7,3.3,1495.58
1,56,7,99,7,40,0,10,149.9,2434.26
2,37,5,99,7,40,0,9,28.7,1360.94
1,36,5,8,7,44,1,6,74.1,1776.52
1,52,7,8,8,44,0,2,31.9,2268.82
2,49,6,8,7,44,1,7,9.9,535.32
2,42,6,9,7,44,0,4,3.8,1141.87
1,36,5,8,4,44,0,5,202.9,2324.04
2,24,3,8,8,36,0,4,17.7,1181.88
1,50,7,99,7,40,0,10,358.3,12579.47
1,30,5,8,2,44,0,4,19.4,1315.28
1,44,6,8,5,44,0,7,37.9,4009.94
2,50,7,99,7,44,0,9,146.9,1743.96
1,31,5,8,7,44,0,2,2.9,1126.38
1,19,3,99,7,40,0,10,7.9,1020.56
2,58,7,99,9,40,0,8,323.3,4812.85
1,21,3,9,7,44,0,9,4.8,1030.66
1,42,6,6,7,44,0,7,44.9,1510.44
1,25,4,9,7,44,0,7,10.5,2001.19
1,50,7,99,7,30,0,7,42.3,1236.58
2,43,6,2,7,44,0,7,23.3,1153.94
1,43,6,99,9,20,0,10,147.9,5923.85
1,35,5,8,2,44,0,4,7.6,1660.02
2,50,7,99,9,40,0,10,271.5,4481.91
2,28,4,8,7,44,0,10,70.8,1572.11
1,48,6,99,9,40,0,7,46.9,4176.26
1,42,6,99,9,30,0,10,233.0,6822.28
1,22,3,8,7,44,0,5,3.9,1092.25
2,65,8,99,7,30,0,10,246.0,1562.76
1,34,5,8,7,44,0,3,40.3,1576.94
1,26,4,9,7,44,0,2,31.9,1094.66
2,24,3,9,7,44,0,2,36.9,1074.14
2,38,5,99,7,16,0,6,81.6,2224.51
2,35,5,99,7,40,0,10,130.1,2134.93
1,42,6,99,7,40,0,9,225.5,3787.3
2,38,5,9,9,44,0,3,10.9,793.7
1,33,5,8,9,44,0,2,7.9,2007.87
1,25,4,8,7,44,0,3,93.9,1058.44
2,49,6,99,9,25,0,10,321.8,5228.49
2,22,3,9,7,44,1,7,36.9,1518.1
1,35,5,8,8,44,0,10,134.9,1564.38
1,24,3,9,7,44,0,5,51.9,1143.07
1,36,5,99,5,44,0,10,97.3,1695.92
1,21,3,9,7,36,0,3,15.2,1052.61
2,33,5,99,7,40,0,10,6.7,1942.53
1,60,7,99,4,40,0,7,201.3,1282.07
1,40,6,99,7,40,0,7,46.9,2817.51
2,22,3,8,7,25,0,6,34.6,1829.47
1,27,4,9,7,44,0,9,4.8,2916.45
1,27,4,8,7,44,0,7,64.6,2615.29
1,37,5,8,7,38,0,10,113.8,2687.17
1,42,6,8,7,44,0,2,165.9,2469.84
2,60,7,99,7,40,0,8,224.9,1561.04
2,26,4,8,9,44,0,3,1.8,2021.28
1,30,5,99,7,40,0,10,96.8,1600.98
1,38,5,99,7,30,0,10,180.0,3968.56
2,18,3,2,5,44,0,2,0.9,910.28
1,28,4,8,7,44,0,4,3.2,1872.23
1,33,5,2,7,44,0,3,159.9,2122.38
1,62,7,8,6,36,0,3,337.9,2278.25
1,33,5,2,7,30,0,5,57.7,3411.29
1,54,7,8,9,44,0,7,11.9,1698.41
2,72,8,99,8,44,0,10,176.9,3660.29
1,30,5,8,5,44,0,3,6.2,964.36
1,25,4,99,7,30,0,8,43.8,2527.91
1,38,5,99,7,30,0,10,109.7,5855.49
1,33,5,2,9,44,0,8,36.9,8143.99
2,21,3,8,7,24,0,10,14.5,505.38
2,28,4,8,7,36,0,6,1.8,1291.4
1,43,6,9,7,44,0,5,4.1,1838.26
1,46,6,9,4,44,0,8,9.8,1620.17
1,32,5,4,7,44,0,7,41.7,1828.33
2,36,5,8,9,44,0,9,26.9,1432.65
2,48,6,99,7,25,0,10,263.1,5941.89
2,20,3,8,6,42,0,4,31.9,1365.54
1,28,4,9,6,44,0,8,70.8,1515.23
2,36,5,99,7,40,0,10,17.8,1868.17
2,51,7,99,9,20,0,10,202.7,9498.06
1,30,5,8,4,44,0,7,113.4,1396.56
2,31,5,8,5,44,0,3,108.5,875.89
2,21,3,8,7,44,0,7,13.7,1857.64
1,50,7,8,7,44,0,5,3.9,1448.76
2,39,5,99,9,36,0,10,164.4,7395.81
2,38,5,8,5,44,1,10,122.3,1244.71
1,46,6,9,7,44,0,5,3.4,2035.89
1,24,3,2,7,44,0,6,79.8,2460.11
1,26,4,8,2,44,0,4,7.8,1032.95
1,39,5,99,9,40,0,8,172.9,6962.74
2,42,6,99,9,40,0,10,154.9,4391.07
1,30,5,99,7,40,0,10,11.9,1800.93
1,38,5,8,7,44,0,6,61.6,2301.17
1,55,7,9,10,36,0,8,208.9,10531.88
1,50,7,8,7,44,0,9,15.9,1568.97
2,37,5,99,9,40,0,10,90.2,4025.79
1,43,6,8,7,44,0,8,4.6,1365.91
1,41,6,8,10,44,0,9,14.5,7170.89
2,62,7,8,7,44,0,7,170.6,1252.32
2,35,5,2,8,44,0,7,35.9,1979.15
2,31,5,99,7,40,0,10,117.2,1580.67
1,22,3,8,5,44,0,4,1.4,1126.59
1,37,5,2,7,44,0,4,12.6,1312.1
1,47,6,8,7,44,0,7,57.3,2149.17
1,32,5,2,8,44,0,3,42.9,2457.9
2,38,5,9,7,30,0,2,9.9,1102.9
1,39,5,9,7,44,0,2,73.9,2088.08
1,26,4,2,7,44,0,7,9.9,1181.53
1,35,5,2,9,0,0,3,130.2,18056.35
2,50,7,99,4,30,0,10,318.3,2516.0
2,26,4,9,7,36,0,4,12.9,582.43
2,40,6,8,7,44,0,7,112.9,1325.74
2,29,4,99,9,36,0,10,3.9,2223.75
1,41,6,2,9,44,0,9,100.9,10417.4
2,53,7,99,7,40,0,10,270.9,3986.96
2,56,7,2,7,44,0,4,11.9,2450.93
1,36,5,8,7,44,0,10,38.9,2063.46
2,28,4,8,7,44,0,4,65.9,1624.65
2,36,5,99,7,40,0,10,53.5,2116.77
1,39,5,99,9,40,0,10,181.7,7398.82
1,58,7,99,6,40,0,7,312.9,2224.83
1,44,6,99,7,40,0,10,268.6,9281.04
2,36,5,8,8,42,0,3,31.7,2308.91
1,37,5,9,7,44,0,7,57.7,1687.67
2,59,7,99,8,30,0,9,389.5,9604.26
2,25,4,6,7,44,0,4,16.9,1205.35
2,33,5,99,9,40,0,10,93.1,4659.3
2,37,5,99,9,25,0,10,226.5,4769.65
1,30,5,99,8,40,0,8,107.8,6671.89
1,21,3,8,4,44,0,8,1.4,1294.55
2,29,4,8,7,44,0,2,60.7,2494.18
1,38,5,8,4,44,0,7,1.1,1413.52
2,53,7,99,9,40,0,10,188.6,7049.2
1,28,4,99,7,36,0,5,6.9,2023.19
1,33,5,9,7,44,0,3,10.3,1412.34
1,45,6,99,9,20,0,10,173.8,4453.91
1,23,3,8,7,0,0,7,64.4,1008.42
1,28,4,8,7,44,0,5,106.9,1288.04
2,39,5,99,9,20,0,10,40.9,4585.9
1,24,3,2,7,44,0,3,26.9,1212.37
1,31,5,8,7,44,0,6,53.6,1290.47
2,33,5,99,9,30,0,6,11.9,2652.35
1,46,6,99,7,30,0,9,19.5,1639.19
1,33,5,99,7,40,0,10,4.9,1636.52
1,35,5,8,7,44,0,7,14.2,1397.9
2,43,6,99,7,40,0,10,177.5,1417.84
1,35,5,8,6,44,0,5,14.9,304.29
2,30,5,8,7,44,0,4,58.4,1160.44
1,37,5,8,7,44,0,7,45.1,2343.42
2,47,6,2,7,44,0,2,44.9,1915.1
1,23,3,8,7,44,0,3,2.1,1616.6
1,24,3,8,7,44,0,7,5.8,1127.42
1,59,7,99,9,30,0,10,289.8,7543.79
1,48,6,99,9,36,0,10,173.5,4219.17
1,27,4,99,9,30,0,10,10.9,2242.09
2,36,5,99,9,40,0,10,134.7,12090.13
1,56,7,99,3,40,0,10,261.9,2064.64
1,47,6,8,4,36,1,10,65.9,1184.11
2,35,5,8,8,44,0,8,114.5,3476.51
2,34,5,99,7,40,0,7,22.4,1164.91
1,34,5,8,3,44,0,6,6.9,1396.83
2,37,5,2,7,44,0,4,23.2,1556.47
1,41,6,2,7,44,0,9,154.7,1630.88
2,59,7,99,7,40,0,10,434.4,3294.4
1,27,4,8,7,1,0,5,23.2,1581.48
2,54,7,8,7,44,0,3,114.9,1601.59
1,55,7,99,9,44,0,10,45.0,2230.79
1,29,4,8,7,44,0,8,9.2,2619.2
2,45,6,8,7,44,0,8,47.8,1195.2
2,29,4,99,7,40,0,10,42.3,1997.33
1,25,4,8,9,44,0,6,24.4,1821.68
2,49,6,99,9,40,0,10,76.8,3509.23
2,54,7,99,9,4,0,9,183.5,2235.76
1,51,7,99,9,30,0,10,173.9,2140.04
1,47,6,8,7,44,0,7,55.3,2503.9
1,34,5,8,7,36,0,6,62.8,2856.92
1,20,3,8,7,36,0,7,4.8,1249.84
1,22,3,8,7,44,0,10,22.6,2335.09
1,21,3,8,7,44,0,4,13.9,3441.03
2,25,4,8,7,36,0,8,13.9,1271.45
1,22,3,9,7,44,0,5,2.1,1363.7
1,50,7,99,4,30,0,10,354.9,7168.55
1,45,6,2,7,44,0,2,41.9,1426.15
1,26,4,99,9,30,0,10,20.0,4796.82
1,38,5,8,7,44,0,9,18.9,1522.64
1,39,5,9,7,44,0,3,76.9,2146.74
1,37,5,8,7,44,0,5,94.9,4321.0
2,24,3,9,7,44,0,3,77.0,1105.02
1,48,6,8,7,40,0,10,4.7,1089.85
1,36,5,8,5,44,0,9,4.4,2701.23
1,28,4,8,7,44,0,10,0.9,1608.84
2,41,6,99,7,30,0,10,5.4,3238.39
1,69,8,99,7,30,0,8,509.6,2028.31
2,42,6,8,7,44,0,8,131.5,1601.27
2,59,7,99,9,20,0,10,160.9,6926.27
1,38,5,8,7,44,0,5,139.9,2678.85
2,41,6,99,9,40,0,10,118.5,4822.41
1,50,7,8,2,44,0,4,17.6,1266.19
2,49,6,99,4,44,0,7,82.9,1510.79
1,31,5,9,7,38,0,7,12.9,1717.26
1,37,5,8,7,44,0,3,22.9,1161.69
2,31,5,2,9,44,0,3,45.8,3738.29
2,33,5,99,9,30,0,10,10.3,5810.54
1,53,7,8,5,44,0,8,33.9,1611.29
2,60,7,99,7,36,0,10,261.4,1604.73
2,51,7,99,9,40,0,10,95.9,6882.7
1,39,5,9,9,44,0,2,51.9,547.93
2,36,5,99,9,30,0,10,95.9,3969.74
2,46,6,8,7,36,0,10,109.9,1730.79
1,55,7,8,7,38,0,10,117.9,3230.58
1,49,6,8,7,44,0,7,158.8,1060.57
2,29,4,8,4,44,0,3,22.5,880.5
2,29,4,2,7,44,0,4,39.8,3683.16
2,47,6,99,9,30,0,10,342.5,7953.23
1,37,5,8,2,44,0,9,55.5,1761.01
1,45,6,99,7,40,0,10,201.7,2045.97
2,59,7,99,9,40,0,10,69.1,6002.14
1,43,6,2,6,44,0,7,87.6,2176.03
1,47,6,99,7,30,0,8,269.9,1892.3
2,20,3,8,7,44,0,5,16.9,1609.74
1,27,4,8,5,1,0,3,2.5,964.91
1,44,6,8,4,44,0,8,13.8,1612.99
1,26,4,8,7,44,0,2,17.9,1062.05
1,34,5,8,9,44,0,4,13.6,9006.5
1,31,5,9,8,44,0,4,68.5,1257.08
1,28,4,8,7,44,0,9,13.3,1070.85
2,36,5,8,9,0,0,6,15.4,3432.42
2,44,6,8,7,44,0,6,8.9,1135.35
2,43,6,99,4,36,0,10,279.5,1858.0
2,28,4,8,7,44,0,5,2.0,1638.57
2,66,8,99,3,30,0,10,472.9,1947.08
2,39,5,99,9,40,0,10,128.0,2345.73
1,64,7,99,5,44,0,9,199.9,3065.0
1,50,7,99,6,30,0,10,342.9,11760.34
1,26,4,8,7,36,0,4,15.1,1531.12
1,36,5,2,4,44,0,5,71.9,1400.7
2,34,5,8,7,36,0,10,0.2,549.92
1,54,7,8,7,44,0,6,0.9,1765.63
1,20,3,8,7,44,0,6,13.2,1133.17
1,28,4,8,7,44,0,4,94.9,1588.53
1,41,6,99,5,30,0,10,142.3,1778.89
1,45,6,8,7,44,0,8,10.3,1578.32
2,41,6,8,7,44,0,5,26.9,1465.49
1,55,7,99,9,30,0,10,224.6,10807.58
2,42,6,8,7,44,0,8,0.9,1119.16
2,63,7,8,7,44,0,8,9.9,1421.88
2,56,7,99,9,30,0,9,297.9,8374.97
2,42,6,9,7,44,0,7,78.4,1389.8
1,39,5,8,2,44,0,10,30.8,1148.98
1,30,5,8,7,44,0,10,1.9,1568.02
2,49,6,99,9,30,0,7,24.6,4048.04
2,32,5,9,7,44,0,6,32.4,1567.74
2,35,5,8,9,36,0,9,2.9,1305.88
2,51,7,99,9,30,0,10,10.3,2960.54
2,58,7,8,9,30,0,5,439.5,14908.97
1,30,5,99,7,40,0,10,1.4,778.63
2,32,5,99,7,40,0,7,99.4,1705.81
2,33,5,8,7,44,0,10,40.7,2622.16
2,33,5,2,8,44,0,2,26.9,1153.89
1,24,3,2,7,44,0,3,33.9,1186.01
1,45,6,99,7,40,0,9,179.9,1580.6
2,56,7,99,3,30,0,10,100.9,1692.9
1,32,5,8,7,36,0,10,154.8,5458.95
2,41,6,99,7,40,0,10,111.9,2349.89
2,42,6,8,7,36,0,8,240.9,1442.25
2,40,6,99,7,40,0,7,154.9,4019.95
1,29,4,99,7,40,0,7,20.9,1330.85
2,39,5,8,9,20,0,7,71.5,4784.74
1,31,5,2,7,44,0,10,40.2,1154.85
2,31,5,99,9,40,0,9,95.3,6616.37
1,25,4,9,9,20,0,2,71.9,1376.17
1,35,5,8,7,44,0,8,32.7,2281.76
1,44,6,99,7,44,0,9,35.7,2789.65
2,44,6,2,7,44,0,9,220.4,1803.89
2,41,6,8,7,44,0,5,73.4,1603.71
1,48,6,99,7,30,0,10,278.9,9237.68
2,38,5,8,9,44,0,7,55.9,1304.96
1,24,3,8,7,44,0,10,52.8,2588.22
1,23,3,8,4,44,0,3,11.8,1603.75
1,39,5,99,7,40,0,10,146.0,3752.6
2,56,7,99,7,25,1,10,353.6,3367.78
1,41,6,8,7,44,0,3,20.9,1283.83
1,42,6,8,7,38,0,10,14.4,3095.42
1,22,3,4,7,44,0,4,9.9,1624.59
2,27,4,8,7,44,0,4,35.6,1027.0
2,31,5,8,7,44,0,4,30.9,714.22
1,36,5,99,7,40,0,9,197.9,1158.11
1,28,4,9,7,44,0,2,18.5,1179.17
1,52,7,99,7,40,0,10,13.9,697.16
1,37,5,99,7,44,0,10,178.6,3067.84
1,28,4,8,8,44,0,7,37.8,4328.6
2,43,6,8,7,44,0,8,14.9,1502.43
1,38,5,9,7,44,0,5,14.3,1366.1
2,51,7,2,6,44,0,2,62.9,1956.52
1,34,5,2,7,44,0,6,12.9,1225.09
1,31,5,8,5,44,0,5,11.8,1304.73
2,49,6,9,9,40,0,10,15.1,1181.53
2,50,7,99,9,40,0,10,148.1,4491.74
2,37,5,8,9,44,0,4,111.9,5059.79
1,34,5,99,9,40,0,6,31.7,6306.94
1,49,6,8,4,44,0,6,151.9,10947.49
1,19,3,9,7,44,0,8,11.8,1333.69
2,26,4,8,7,40,0,4,11.7,1277.62
1,36,5,2,9,30,0,6,78.4,4663.12
1,27,4,8,5,30,0,7,9.9,1131.8
2,32,5,99,7,40,0,8,82.0,1816.39
1,22,3,8,7,44,0,7,4.9,1137.75
1,68,8,2,8,44,0,8,294.0,11656.78
1,33,5,8,7,44,0,10,6.7,1515.26
1,42,6,99,9,40,0,10,187.8,17833.74
1,38,5,8,7,36,1,8,62.9,2270.73
2,52,7,8,9,1,0,7,91.9,4880.62
1,23,3,8,7,44,0,9,4.3,1195.1
2,38,5,99,9,8,0,10,221.9,2565.16
1,54,7,9,7,40,0,7,20.9,1294.49
1,27,4,8,5,44,0,5,78.4,1139.48
1,41,6,8,7,44,0,4,66.9,2949.58
1,34,5,99,9,30,0,10,12.4,3847.93
1,45,6,99,7,40,0,10,187.7,2984.39
1,21,3,8,7,38,0,7,9.1,1671.36
1,33,5,9,4,36,0,4,3.9,1296.12
1,52,7,8,7,44,0,9,21.5,1335.37
2,41,6,99,9,36,0,10,177.9,3513.36
1,36,5,8,7,41,0,9,7.6,4115.37
1,40,6,99,7,30,0,10,182.0,3309.35
1,32,5,2,7,44,1,7,20.9,1546.06
2,55,7,8,7,44,0,8,4.3,1041.29
2,39,5,9,9,40,0,10,14.6,1196.0
1,45,6,8,9,44,0,10,0.6,1811.03
1,48,6,8,7,44,0,4,163.3,1337.18
1,48,6,8,7,44,0,10,90.5,3748.14
1,23,3,8,9,42,0,10,19.8,6552.6
1,24,3,9,9,44,0,3,12.4,1049.72
1,39,5,99,9,30,0,10,107.1,2574.12
2,18,3,8,6,44,0,3,2.2,1352.06
1,48,6,8,7,4,0,9,128.9,2373.63
2,37,5,8,4,44,0,10,18.1,1058.05
2,36,5,8,5,44,0,4,16.9,1218.59
2,30,5,8,8,44,0,5,18.4,1096.09
1,34,5,8,7,44,0,9,29.9,2340.63
1,25,4,8,7,44,0,4,18.3,2058.23
1,26,4,8,7,44,0,4,3.6,1650.32
1,42,6,8,7,36,0,8,195.4,19617.08
1,47,6,99,7,30,0,5,104.1,1069.17
1,49,6,99,9,43,0,10,262.6,7245.99
2,63,7,2,7,40,0,10,146.8,1674.61
2,40,6,8,5,36,0,3,70.9,1877.78
1,47,6,8,5,44,0,3,103.9,1116.41
2,44,6,4,8,36,0,6,13.0,1451.74
2,39,5,99,9,30,0,8,61.9,2864.34
2,59,7,99,7,30,0,10,247.9,1646.58
1,51,7,8,7,44,0,6,2.9,1608.32
1,26,4,8,7,44,0,3,50.6,1278.05
1,48,6,99,5,40,0,7,341.9,13050.63
1,41,6,8,7,44,0,6,11.9,1346.75
2,30,5,8,7,44,0,4,8.0,1593.69
1,35,5,8,7,44,0,3,104.9,724.14
2,62,7,99,9,20,0,10,472.5,5973.06
1,36,5,99,7,40,0,10,15.4,1098.86
1,39,5,8,7,44,0,3,38.9,1180.18
1,53,7,99,9,40,0,10,309.5,6303.07
1,57,7,8,5,44,0,7,232.9,2322.2
1,41,6,99,8,20,0,10,21.5,1851.76
1,26,4,9,7,44,0,8,4.5,1596.33
2,49,6,8,7,42,0,5,88.7,960.37
2,24,3,8,7,44,0,6,24.8,1380.25
1,44,6,8,7,44,0,8,124.9,4498.61
1,19,3,8,7,44,0,3,14.9,1626.55
1,61,7,8,7,44,0,5,199.9,1696.15
1,29,4,8,7,44,0,6,67.6,5057.11
1,21,3,2,7,44,0,2,14.9,1045.96
1,35,5,8,7,44,0,8,82.8,1081.49
1,45,6,8,9,44,0,8,41.9,7127.42
1,60,7,99,9,30,0,10,189.9,2789.9
2,54,7,99,9,40,0,10,227.6,1020.21
2,41,6,99,5,44,0,9,166.6,1322.17
1,25,4,8,7,40,0,5,11.3,2702.85
1,36,5,8,7,44,0,6,13.6,5716.52
1,31,5,8,7,40,0,10,52.4,4424.45
2,42,6,8,7,44,0,4,91.9,1216.46
1,56,7,99,7,36,0,9,152.9,1857.51
1,20,3,2,6,44,0,7,3.4,1146.17
1,35,5,99,5,36,0,10,137.0,1198.3
1,46,6,99,9,40,0,10,294.9,16544.88
1,49,6,99,10,40,0,10,125.5,8908.47
1,40,6,8,9,37,0,10,125.3,20467.19
1,41,6,99,7,30,0,10,181.9,8794.75
2,55,7,99,9,36,0,10,14.9,843.11
2,38,5,8,9,44,0,7,1.9,1243.12
1,57,7,99,9,30,0,10,103.0,5172.18
1,37,5,99,7,44,0,9,22.9,1979.21
1,27,4,8,6,44,0,5,13.9,1333.55
1,39,5,8,7,36,0,6,11.9,1301.64
1,59,7,8,4,36,0,3,284.5,1884.1
1,42,6,8,7,44,0,4,13.1,1061.42
1,48,6,8,8,44,0,5,207.1,2785.87
1,32,5,8,7,36,0,9,27.4,2412.85
2,49,6,99,9,40,0,10,234.8,7273.96
1,32,5,8,9,4,0,4,11.7,1250.47
2,31,5,2,7,36,0,5,39.9,1952.49
2,46,6,99,2,36,0,10,221.9,1695.64
1,42,6,99,7,30,0,10,11.7,1858.84
1,30,5,8,7,40,0,10,32.8,3654.41
1,40,6,4,7,44,0,10,2.5,2220.14
2,36,5,8,7,36,0,5,14.6,1016.8
1,37,5,8,4,44,0,9,38.5,1223.31
1,21,3,4,5,44,0,7,14.7,2084.62
1,41,6,8,7,44,0,6,26.6,5236.56
2,58,7,99,7,36,0,10,116.9,1419.77
2,44,6,9,7,40,0,10,6.0,2194.5
2,30,5,99,7,40,0,4,53.8,1462.07
1,45,6,8,7,44,0,5,35.4,1750.37
1,27,4,8,7,44,0,3,11.9,1542.6
1,29,4,8,7,40,0,10,9.3,1289.05
2,29,4,8,9,36,0,4,65.3,1467.44
1,29,4,2,7,44,0,7,67.7,3082.3
1,37,5,8,1,44,1,10,8.1,1377.69
1,36,5,8,7,36,0,9,15.9,3013.85
2,34,5,8,7,44,0,3,35.9,1069.03
1,27,4,9,7,44,0,5,7.2,992.86
2,45,6,99,7,32,0,9,167.9,1405.43
1,26,4,8,6,44,0,2,40.9,1072.87
2,25,4,8,7,44,0,2,0.6,691.46
1,43,6,9,7,44,0,4,50.8,1978.08
2,24,3,9,8,44,0,2,31.9,1305.56
2,19,3,8,7,44,0,7,2.9,1319.19
2,44,6,99,7,44,0,10,81.9,3349.04
2,42,6,99,4,32,0,9,155.9,2086.28
1,53,7,99,7,40,0,10,272.9,3190.41
2,34,5,8,7,44,0,8,44.9,1303.66
2,34,5,8,7,44,0,7,45.3,2265.05
2,27,4,99,7,30,0,10,11.5,1684.57
1,50,7,99,9,30,0,10,19.2,1806.47
1,57,7,99,9,30,0,10,415.5,8816.29
1,19,3,9,7,33,0,2,15.3,971.33
2,50,7,99,7,40,0,6,44.9,2671.4
1,59,7,8,3,44,0,6,75.9,2076.16
1,28,4,8,5,44,0,10,56.1,2045.79
2,53,7,99,9,40,0,10,354.9,10871.54
2,49,6,99,9,40,0,10,307.3,5281.26
1,43,6,2,7,44,0,4,11.0,2480.02
2,23,3,8,9,44,0,9,9.9,2083.79
1,39,5,2,7,44,0,10,60.9,2358.98
1,30,5,8,7,44,0,2,11.5,1575.43
2,37,5,99,10,30,0,10,76.8,3609.47
1,24,3,8,4,44,0,7,23.9,1298.04
2,41,6,8,7,44,0,2,45.9,1174.0
2,42,6,99,7,40,0,9,149.5,1633.42
2,36,5,99,9,24,0,10,107.2,5444.75
2,31,5,99,9,40,0,10,68.7,2499.93
1,27,4,8,7,36,0,9,61.2,1503.01
1,38,5,99,7,36,0,10,225.9,2040.2
2,24,3,8,7,44,0,6,8.5,1260.18
1,52,7,8,5,44,0,3,1.8,1691.89
1,27,4,9,7,44,0,4,14.9,1212.96
2,36,5,99,9,40,0,10,88.8,3701.07
1,40,6,99,7,30,0,9,106.9,9999.67
1,46,6,8,9,40,0,10,27.5,3213.81
2,32,5,99,7,30,0,9,54.0,1178.6
2,35,5,9,9,44,0,3,29.9,2068.43
2,47,6,99,9,40,0,8,268.5,5481.71
2,69,8,9,4,30,0,7,451.6,4142.45
1,29,4,8,7,44,0,3,10.6,1028.51
1,43,6,99,7,40,0,9,106.1,3025.31
2,53,7,99,7,40,0,7,318.9,1853.77
1,47,6,99,4,40,0,9,105.9,1266.44
1,25,4,9,7,44,0,2,10.9,1137.89
1,59,7,99,9,40,0,9,320.1,23317.03
2,37,5,8,7,44,0,2,2.2,4790.81
2,34,5,99,9,40,0,9,68.0,11285.53
1,48,6,2,7,44,0,6,247.8,6100.59
1,19,3,8,5,44,0,2,0.9,1290.3
1,38,5,8,7,36,0,9,115.9,7235.7
