sexo,idade,faixa_etaria,cor_raca,escolaridade,horas_trabalho_por_semana,portador_de_deficiencia,tamanho_da_empresa,tempo_no_emprego
1,33,5,8,5,44,0,3,95.7
1,45,6,8,9,44,0,5,23.0
1,61,7,8,4,36,0,6,69.9
2,53,7,99,7,40,0,10,225.9
1,56,7,8,4,36,0,5,28.9
1,55,7,99,9,40,0,10,47.9
1,44,6,8,4,44,0,6,43.1
2,24,3,8,7,44,0,10,30.7
1,37,5,99,7,44,0,9,204.9
2,38,5,8,7,44,0,3,101.9
2,34,5,9,9,44,0,9,43.9
2,50,7,99,5,40,0,10,209.0
1,39,5,99,9,44,0,10,152.5
1,51,7,8,7,20,0,10,335.6
2,26,4,8,4,44,0,4,73.9
1,29,4,9,7,44,0,6,5.9
1,29,4,9,7,40,0,10,12.9
2,19,3,2,6,36,0,4,1.4
1,52,7,99,7,44,0,9,250.2
1,22,3,4,8,44,0,4,66.9
2,38,5,8,7,44,0,10,1.0
2,32,5,99,9,30,0,10,30.7
1,25,4,8,5,44,0,5,68.4
1,36,5,9,7,44,0,6,16.9
1,20,3,8,7,44,0,7,0.5
2,48,6,99,9,40,0,10,90.9
2,39,5,99,9,30,0,10,8.9
1,27,4,8,5,44,0,8,5.5
1,51,7,8,2,44,0,6,216.8
1,34,5,8,7,44,0,9,94.9
2,59,7,99,7,40,0,10,20.9
2,54,7,99,7,40,0,10,199.9
2,41,6,99,5,30,0,10,144.2
2,57,7,99,7,40,0,9,198.9
2,37,5,8,7,44,0,7,105.8
2,42,6,8,7,44,0,7,7.3
2,48,6,99,9,30,0,10,190.2
1,32,5,2,6,44,0,4,44.8
2,61,7,2,7,44,0,9,33.9
1,53,7,99,7,30,0,10,171.1
1,43,6,2,7,40,0,8,244.6
1,38,5,8,7,36,1,8,62.9
1,49,6,99,7,40,0,10,186.7
1,45,6,8,7,42,0,2,215.9
1,40,6,99,7,40,0,10,147.6
2,54,7,99,9,25,0,10,225.5
2,43,6,99,9,40,0,10,142.5
2,52,7,99,7,36,0,10,422.9
1,62,7,8,6,36,0,3,337.9
1,52,7,8,9,40,0,7,61.9
2,24,3,8,7,44,0,8,38.3
1,40,6,8,7,44,0,7,37.9
2,51,7,2,3,44,0,5,127.9
1,26,4,99,9,40,0,9,70.7
2,21,3,8,7,44,0,3,0.9
2,56,7,8,6,44,0,5,61.9
1,24,3,8,7,44,0,7,1.8
2,41,6,99,9,40,0,8,58.9
1,34,5,4,4,44,0,5,87.9
1,42,6,8,7,44,0,7,162.8
2,37,5,99,9,20,0,10,16.8
2,47,6,99,10,30,0,10,244.9
2,38,5,8,7,36,0,9,0.9
1,65,8,99,9,30,0,10,318.9
1,32,5,99,9,40,0,10,3.9
2,45,6,2,7,44,0,4,88.4
1,36,5,8,7,44,0,7,73.3
2,43,6,8,5,42,0,8,29.4
2,30,5,99,5,36,0,9,91.4
2,44,6,99,7,30,0,10,268.4
2,33,5,99,9,40,0,10,124.2
1,46,6,8,7,44,0,2,74.9
2,56,7,99,8,40,0,10,390.9
2,26,4,2,9,24,0,7,3.9
1,45,6,99,9,30,0,10,232.8
1,46,6,99,2,36,0,5,269.9
1,36,5,99,7,40,0,9,176.9
1,57,7,8,5,44,0,8,12.8
1,31,5,99,11,40,0,10,61.3
1,52,7,99,7,30,0,10,144.0
1,38,5,8,7,44,0,8,2.8
1,38,5,99,9,30,0,8,70.2
2,35,5,8,7,8,0,7,65.9
1,27,4,4,7,44,0,10,95.4
1,45,6,8,7,44,0,8,151.7
1,30,5,8,7,44,0,2,11.5
1,46,6,8,7,33,0,8,172.5
1,33,5,8,6,44,1,8,13.4
1,53,7,99,7,40,0,7,178.9
1,34,5,99,7,30,0,7,148.5
1,49,6,99,5,40,0,10,188.4
1,53,7,2,6,22,0,5,34.9
1,48,6,8,6,44,1,9,99.3
2,66,8,99,7,25,0,10,353.7
1,58,7,8,5,44,0,2,290.9
1,33,5,8,7,44,0,6,35.6
1,33,5,8,7,44,0,4,1.3
1,26,4,2,7,44,0,7,20.9
1,43,6,99,7,44,0,8,165.0
1,24,3,8,7,44,0,6,0.9
1,27,4,8,7,44,0,3,82.9
1,40,6,8,7,44,0,8,11.1
1,52,7,99,6,30,0,9,203.0
1,37,5,99,9,40,0,10,98.4
1,60,7,8,2,44,0,3,215.9
1,30,5,99,9,40,0,10,21.5
2,63,7,99,9,30,0,10,465.9
1,31,5,8,5,44,0,9,15.4
2,25,4,8,7,44,0,2,29.8
2,34,5,8,9,40,0,6,40.9
1,36,5,8,9,44,0,8,28.7
1,24,3,8,7,44,0,2,4.9
1,29,4,8,7,44,0,6,67.6
2,34,5,99,9,40,0,10,29.9
2,42,6,8,7,44,0,7,38.9
1,42,6,99,9,40,0,10,176.3
1,30,5,9,7,44,0,7,5.3
2,33,5,99,5,40,0,10,96.8
2,30,5,9,7,44,0,3,2.9
2,49,6,99,7,40,0,9,212.9
1,18,3,8,6,30,0,9,1.6
2,22,3,8,7,36,0,5,24.3
1,50,7,99,2,36,0,6,244.8
2,66,8,99,4,40,0,10,453.8
1,41,6,4,7,44,0,10,121.4
1,27,4,2,6,44,0,4,89.9
1,22,3,9,7,44,0,2,13.9
2,50,7,99,4,30,0,10,318.3
2,31,5,99,9,40,0,7,18.9
2,20,3,9,7,44,0,5,16.9
1,22,3,8,7,44,0,5,10.9
1,25,4,8,7,20,0,7,57.7
1,31,5,8,8,44,0,7,11.4
1,68,8,8,7,44,0,8,70.9
1,29,4,99,7,40,0,10,23.4
1,45,6,8,4,44,0,5,128.6
2,29,4,99,7,36,0,5,15.9
1,33,5,8,9,44,0,4,63.9
2,38,5,8,7,32,0,6,22.5
2,58,7,99,2,40,0,8,202.1
2,61,7,99,7,40,0,10,446.5
1,49,6,8,4,44,0,7,13.8
2,34,5,8,9,30,0,10,23.9
2,65,8,99,7,30,0,10,440.7
2,27,4,8,7,44,0,7,7.3
1,57,7,4,1,44,0,8,15.9
1,65,8,8,7,30,0,8,188.9
2,30,5,8,7,44,0,5,12.5
2,60,7,99,9,30,0,10,144.8
2,56,7,99,9,30,0,10,431.4
2,32,5,99,7,40,0,10,107.1
1,44,6,99,9,40,0,10,126.4
1,20,3,8,7,20,0,8,0.8
2,36,5,99,7,40,0,10,9.4
1,40,6,2,4,44,0,9,147.9
2,49,6,8,7,36,0,3,20.8
1,30,5,8,7,44,0,4,16.1
2,37,5,9,7,44,0,4,3.0
1,26,4,8,7,44,0,10,27.8
2,36,5,8,7,44,0,3,13.4
2,22,3,2,9,42,0,2,4.7
1,20,3,2,7,44,0,5,2.8
2,46,6,99,9,25,0,10,21.9
1,38,5,8,5,44,0,3,11.9
2,51,7,99,9,30,0,10,367.8
2,40,6,8,7,44,0,2,13.9
2,36,5,8,7,44,0,2,0.8
1,27,4,8,7,44,0,2,12.6
2,61,7,8,7,36,0,5,3.9
2,37,5,99,7,44,0,10,164.1
2,39,5,99,8,40,0,9,6.7
2,56,7,99,2,40,0,10,27.6
1,23,3,8,7,44,0,6,3.7
2,37,5,8,7,22,0,5,60.9
2,51,7,8,7,44,0,8,53.6
1,22,3,2,7,36,0,3,8.2
1,60,7,99,4,40,0,10,453.9
1,40,6,8,5,44,0,10,69.4
2,22,3,8,5,44,0,4,43.8
2,48,6,8,7,44,0,5,13.9
2,29,4,8,9,36,0,6,54.3
1,20,3,2,7,44,0,10,6.9
1,54,7,8,7,44,0,9,129.3
1,42,6,4,9,44,0,6,225.8
1,44,6,8,7,44,0,10,19.7
1,26,4,8,7,44,0,6,14.9
2,24,3,8,7,44,0,4,1.9
2,64,7,99,9,40,0,10,319.8
1,44,6,2,5,40,0,10,29.5
2,54,7,99,7,30,0,10,185.8
2,70,8,99,7,40,0,10,237.0
1,51,7,8,7,44,0,4,39.5
1,38,5,8,4,44,0,4,219.7
2,34,5,99,9,40,0,9,11.4
1,29,4,2,9,40,0,10,1.8
2,19,3,8,8,22,0,2,0.7
1,35,5,2,7,44,0,7,39.9
1,34,5,8,4,44,0,7,3.9
2,38,5,99,7,36,0,10,21.9
2,53,7,8,2,40,0,10,9.9
1,24,3,8,7,44,0,3,38.5
2,47,6,8,9,44,0,2,38.9
2,39,5,99,7,40,0,10,90.3
1,34,5,8,7,44,0,9,48.9
1,47,6,99,8,40,0,10,189.9
2,37,5,99,9,20,0,9,47.1
2,40,6,2,9,40,0,5,58.4
2,22,3,8,7,44,0,3,42.9
1,54,7,8,5,44,0,5,36.9
1,32,5,8,2,44,0,8,27.4
2,36,5,8,7,44,0,4,38.9
1,41,6,2,7,42,0,10,212.2
1,20,3,8,4,44,0,3,17.9
1,23,3,9,9,44,0,5,15.3
1,29,4,99,7,40,0,8,48.3
1,33,5,99,9,30,0,10,107.1
2,48,6,99,9,40,0,10,319.6
2,31,5,99,9,30,0,10,133.6
2,34,5,99,7,36,0,10,178.9
2,21,3,2,7,44,0,5,42.9
1,45,6,99,7,30,0,10,104.9
2,55,7,99,9,40,0,10,429.9
1,38,5,99,7,40,0,10,17.6
2,36,5,99,7,40,0,9,80.0
2,37,5,99,3,44,0,9,130.7
2,50,7,99,9,40,0,10,149.9
2,25,4,99,9,36,0,10,30.9
2,45,6,99,9,30,0,9,279.9
1,42,6,2,9,44,0,2,68.9
1,39,5,99,7,40,0,10,73.9
1,34,5,8,9,12,0,6,91.9
1,26,4,8,7,44,0,4,59.5
2,42,6,99,9,40,0,8,232.9
1,34,5,8,4,44,0,3,28.9
2,42,6,99,9,40,0,10,133.1
2,40,6,99,9,40,0,10,21.5
1,46,6,99,9,40,0,10,126.4
2,32,5,9,7,44,0,9,32.8
1,62,7,9,9,40,0,10,19.3
1,25,4,8,4,44,0,5,74.9
2,47,6,6,7,44,0,6,117.9
1,50,7,99,5,40,0,8,197.9
1,27,4,4,7,44,0,4,20.4
1,28,4,8,7,36,0,7,10.8
1,22,3,9,7,44,0,2,1.4
1,61,7,99,7,36,0,7,85.9
2,31,5,4,7,44,0,8,13.6
1,36,5,8,7,44,0,8,1.8
2,32,5,99,7,40,0,10,46.2
1,28,4,9,6,44,0,8,70.8
1,31,5,8,7,44,0,3,21.4
1,35,5,8,7,38,0,9,9.6
1,35,5,2,7,44,0,3,1.9
1,53,7,99,9,40,0,10,51.9
2,27,4,99,7,40,0,9,29.4
2,36,5,99,9,30,0,10,6.9
1,44,6,8,7,44,0,9,0.6
2,35,5,8,7,44,0,5,38.2
1,34,5,2,7,40,0,5,43.5
1,37,5,8,7,36,0,4,22.9
2,30,5,2,8,44,0,5,77.5
1,30,5,8,9,44,0,3,22.7
1,37,5,8,4,44,0,10,4.6
1,25,4,8,7,40,0,3,10.9
2,39,5,99,9,40,0,10,125.4
1,32,5,8,9,36,0,8,8.0
1,38,5,8,2,44,0,5,32.0
2,29,4,8,7,44,0,3,66.6
2,50,7,99,9,30,0,10,161.4
1,57,7,8,7,44,1,9,439.0
1,30,5,99,9,20,0,10,21.6
2,43,6,4,9,40,0,10,172.6
1,35,5,9,7,44,0,5,13.9
1,54,7,8,9,44,0,7,11.9
1,54,7,99,9,40,0,10,166.4
2,37,5,8,9,44,0,4,111.9
2,25,4,8,7,44,0,9,11.8
1,58,7,8,9,40,0,9,15.3
1,57,7,99,7,40,0,5,324.9
1,26,4,8,5,44,0,4,2.2
1,23,3,8,7,44,0,3,9.3
1,39,5,2,9,38,0,10,38.4
1,35,5,8,7,36,0,4,59.9
2,32,5,99,9,44,0,9,127.3
2,32,5,2,7,44,0,5,1.3
1,60,7,99,9,24,0,6,116.9
1,28,4,2,7,44,0,2,22.2
1,24,3,4,5,44,0,6,16.9
1,36,5,8,7,44,0,7,32.7
2,31,5,8,6,44,0,2,34.9
2,26,4,8,8,44,0,5,55.6
2,30,5,8,7,44,0,5,55.9
1,28,4,2,7,44,0,3,119.9
1,24,3,8,7,44,0,8,2.2
1,23,3,8,7,44,0,2,11.5
1,57,7,99,7,40,0,10,247.6
2,38,5,8,5,36,0,8,13.9
1,28,4,9,8,44,0,2,10.5
2,25,4,99,7,30,0,10,12.4
1,37,5,9,9,0,0,5,23.4
2,30,5,8,7,36,0,10,0.4
1,65,8,99,7,25,0,10,343.1
2,29,4,9,7,40,0,10,10.8
1,42,6,99,9,8,0,9,212.9
2,27,4,8,7,44,0,4,5.9
2,42,6,8,7,44,0,4,57.9
1,45,6,8,7,44,0,8,7.9
2,47,6,99,7,30,0,10,342.9
1,39,5,4,7,44,0,3,13.3
1,40,6,99,9,40,0,10,179.3
1,34,5,8,7,44,0,10,44.6
1,46,6,8,5,44,0,3,69.6
2,37,5,99,4,36,0,10,161.1
1,54,7,99,9,30,0,9,296.2
1,36,5,8,3,44,0,2,77.9
1,49,6,8,5,44,0,5,2.4
2,74,8,99,5,30,0,10,416.0
2,31,5,2,7,44,0,9,6.4
2,28,4,8,7,44,0,8,31.8
2,34,5,8,7,44,0,8,29.1
1,36,5,99,7,30,0,10,46.5
2,39,5,8,8,44,0,6,1.3
2,51,7,99,3,40,0,8,353.8
1,50,7,8,9,40,0,3,182.9
1,40,6,8,7,44,0,10,169.9
2,61,7,99,7,30,0,9,391.6
2,20,3,9,7,44,0,3,0.7
1,52,7,2,5,44,0,2,62.5
1,24,3,8,9,44,0,4,28.2
2,42,6,8,7,40,0,3,42.5
1,24,3,8,7,44,0,6,74.9
2,57,7,2,9,40,0,4,414.3
2,32,5,8,7,44,0,2,11.5
2,34,5,8,9,30,0,4,12.5
1,57,7,99,7,40,0,10,129.9
2,40,6,8,2,36,0,9,88.5
1,43,6,99,7,40,0,7,6.1
2,47,6,99,9,21,0,10,262.2
2,39,5,8,9,44,0,5,10.8
1,56,7,8,7,38,0,10,41.3
1,27,4,9,7,44,0,4,2.7
1,37,5,4,7,44,0,2,15.9
1,32,5,2,9,44,0,8,113.5
1,53,7,8,4,44,0,2,114.9
2,20,3,8,7,44,0,7,5.0
1,19,3,8,7,44,0,7,4.6
1,39,5,99,9,20,0,10,19.8
1,49,6,99,9,30,0,10,10.9
1,47,6,8,7,44,0,9,9.3
2,36,5,9,7,44,0,2,4.8
1,22,3,4,7,44,0,8,5.9
1,60,7,99,7,40,0,10,478.5
1,18,3,2,7,44,0,5,6.2
2,31,5,2,7,44,0,4,1.9
2,37,5,8,9,20,0,5,28.7
1,50,7,99,7,30,0,10,333.9
1,35,5,9,3,44,0,4,129.9
2,47,6,99,9,30,0,10,167.2
2,23,3,8,7,44,0,2,2.8
1,32,5,2,7,0,0,9,11.1
2,26,4,8,9,44,0,8,5.3
1,36,5,8,7,44,0,3,10.7
1,38,5,99,7,40,0,10,124.2
1,19,3,2,7,44,0,2,0.7
1,60,7,9,5,40,0,6,285.4
1,31,5,8,5,44,0,5,11.8
2,30,5,8,9,36,0,10,1.2
1,50,7,99,7,40,0,10,177.5
1,47,6,8,7,44,0,4,83.9
2,49,6,2,7,44,0,4,27.3
2,47,6,99,9,40,0,10,114.9
1,53,7,99,5,30,0,10,295.0
1,26,4,8,5,44,0,2,40.3
1,34,5,8,7,44,0,5,103.9
1,36,5,99,6,36,0,7,165.9
1,22,3,8,7,44,0,5,12.9
2,20,3,9,7,44,0,4,9.9
2,34,5,99,7,40,0,10,157.3
1,44,6,9,7,44,0,3,0.6
1,27,4,8,7,44,0,2,10.9
1,50,7,8,2,44,0,5,11.9
1,29,4,2,6,44,0,6,10.8
1,61,7,8,5,36,0,3,256.9
1,52,7,8,7,42,1,10,282.5
2,44,6,6,7,38,0,4,2.7
2,36,5,99,9,40,0,10,162.0
2,33,5,8,3,44,0,9,57.9
2,36,5,8,7,44,0,9,23.7
2,33,5,99,7,40,0,10,116.9
2,53,7,99,7,40,0,9,163.9
1,57,7,8,2,30,0,10,222.9
1,23,3,9,7,44,0,3,25.5
2,29,4,8,7,44,0,2,89.4
2,49,6,8,7,36,0,5,20.9
1,31,5,8,6,44,0,9,0.9
2,53,7,99,9,30,0,7,415.7
2,38,5,8,7,44,0,4,25.7
2,51,7,99,4,36,0,10,239.9
2,37,5,8,7,44,0,3,47.9
2,59,7,9,4,44,0,3,202.9
1,53,7,8,9,0,0,9,0.9
1,37,5,2,2,44,0,10,95.5
2,34,5,99,9,30,0,10,3.9
1,26,4,2,4,44,0,8,1.5
2,25,4,8,7,44,0,3,0.9
2,50,7,99,9,44,0,10,236.3
1,36,5,99,7,30,0,10,150.8
1,43,6,99,9,40,0,8,193.6
2,43,6,99,9,30,0,10,125.4
2,40,6,99,9,36,0,8,34.3
1,36,5,99,9,30,0,10,130.9
2,44,6,8,7,22,0,3,74.4
1,38,5,99,7,30,0,10,178.9
1,57,7,8,7,44,0,10,47.9
1,37,5,8,7,44,1,10,17.9
1,33,5,8,7,44,0,9,34.7
2,45,6,99,4,40,0,9,140.4
1,27,4,8,7,36,0,6,84.7
2,19,3,9,7,44,0,5,1.1
2,40,6,8,7,44,0,4,34.9
2,57,7,99,7,30,0,10,233.6
1,36,5,8,6,44,0,7,94.7
1,37,5,8,9,44,0,5,184.9
1,35,5,8,7,44,0,7,6.8
1,25,4,8,7,44,0,4,16.9
2,40,6,99,5,40,0,10,80.6
2,40,6,2,7,44,0,7,127.9
1,21,3,2,7,44,0,10,2.1
1,39,5,99,9,30,0,10,16.7
2,26,4,99,9,20,0,10,9.8
1,73,8,99,3,40,0,9,274.8
2,39,5,99,9,30,0,10,9.6
2,45,6,8,7,44,0,4,177.9
1,39,5,99,5,40,0,8,20.9
1,61,7,99,9,20,0,10,160.4
1,32,5,2,7,44,0,5,29.7
1,24,3,8,7,44,0,2,20.9
2,57,7,99,7,20,0,10,416.9
2,21,3,8,7,44,0,7,10.9
1,37,5,8,7,36,0,7,11.9
2,26,4,8,7,40,0,10,60.9
2,22,3,8,7,44,0,6,43.1
1,37,5,8,7,44,0,2,2.9
2,39,5,8,9,44,0,10,28.8
1,41,6,99,9,28,0,10,104.9
2,43,6,99,9,30,0,10,201.2
1,38,5,2,1,44,0,10,2.7
2,39,5,99,7,8,0,9,117.0
1,18,3,8,6,44,0,8,0.5
2,49,6,8,7,44,0,10,33.7
2,25,4,8,7,24,0,4,7.3
2,47,6,8,7,44,0,4,99.9
2,33,5,9,9,44,0,5,7.0
2,26,4,99,9,30,0,10,4.9
2,21,3,9,6,20,0,10,17.1
2,36,5,99,10,40,0,10,51.6
2,37,5,8,8,44,0,3,49.7
1,60,7,99,5,44,0,10,199.9
1,57,7,99,5,40,0,10,440.4
1,19,3,8,5,44,0,4,13.7
1,54,7,99,10,30,0,10,337.9
2,39,5,8,7,44,0,3,95.2
2,53,7,2,3,44,0,10,252.9
1,38,5,99,9,40,0,10,105.9
1,22,3,8,7,44,0,3,5.9
1,50,7,8,7,42,0,8,23.9
1,42,6,99,9,40,0,10,19.5
2,40,6,8,7,44,0,9,138.4
1,33,5,8,7,44,0,8,21.6
1,22,3,8,6,44,0,6,3.4
2,36,5,8,3,44,0,3,9.9
2,43,6,2,7,44,0,7,23.3
2,23,3,8,7,37,0,10,0.6
1,54,7,99,7,30,0,10,160.9
2,37,5,9,7,44,0,5,44.9
1,30,5,9,7,44,0,4,10.7
1,28,4,9,3,44,0,5,5.9
2,30,5,99,7,40,0,10,98.9
1,37,5,8,1,44,0,9,133.9
2,38,5,8,6,44,0,10,2.1
2,48,6,8,7,34,0,8,77.7
1,24,3,9,7,44,0,5,58.9
1,43,6,8,7,43,0,7,97.2
1,37,5,8,7,0,0,5,52.8
2,25,4,8,7,44,0,2,77.9
1,53,7,2,6,44,0,3,6.9
2,36,5,8,9,44,0,4,4.4
2,37,5,99,9,40,0,7,40.3
1,25,4,8,7,44,0,5,11.0
2,39,5,9,9,40,0,9,4.9
2,36,5,99,11,30,0,10,30.5
2,39,5,2,7,36,0,6,165.9
1,45,6,99,7,40,0,10,112.0
2,34,5,8,4,44,0,10,73.1
2,40,6,8,7,44,0,8,4.1
1,34,5,8,7,44,0,5,7.1
1,29,4,8,7,41,0,10,81.6
1,45,6,99,4,36,0,10,180.9
1,32,5,8,6,44,0,4,122.9
1,20,3,9,2,44,0,8,18.2
2,33,5,99,9,30,0,8,82.6
1,40,6,99,11,25,0,10,23.1
2,20,3,9,7,44,0,2,8.6
2,32,5,8,8,44,0,10,0.9
1,19,3,8,7,44,0,7,3.0
2,30,5,9,9,36,0,7,7.6
1,46,6,8,7,36,0,3,17.8
1,26,4,4,3,44,0,8,45.6
1,39,5,8,9,40,0,9,112.9
1,36,5,99,5,44,0,10,143.0
1,38,5,99,7,40,0,10,26.6
1,27,4,8,7,40,0,10,41.5
1,29,4,99,7,40,0,8,119.7
2,52,7,99,7,30,0,10,269.5
1,40,6,8,7,36,0,7,6.9
1,23,3,9,7,44,0,3,16.8
2,42,6,99,7,40,0,10,9.9
2,55,7,99,6,40,0,7,214.9
1,42,6,9,7,44,0,5,10.9
2,42,6,8,7,44,0,4,16.9
1,33,5,2,9,44,0,8,36.9
1,50,7,2,7,44,0,2,0.9
2,38,5,8,7,44,0,2,5.5
1,58,7,99,9,40,0,10,316.6
2,26,4,8,7,44,0,10,4.9
1,38,5,8,6,40,0,6,91.9
1,41,6,8,7,44,0,8,22.7
1,58,7,8,7,44,1,5,82.9
2,30,5,9,9,40,0,3,25.2
2,34,5,99,7,30,0,10,166.9
1,22,3,8,6,44,0,5,36.9
2,34,5,8,9,44,0,7,14.5
1,43,6,99,7,30,0,9,7.4
1,47,6,99,7,40,0,10,269.3
2,29,4,8,7,44,0,5,36.5
1,55,7,8,7,44,0,2,12.9
1,23,3,8,7,44,0,4,59.8
2,33,5,99,9,44,0,9,172.0
1,52,7,9,7,44,0,2,14.9
1,37,5,8,5,44,0,7,106.9
1,22,3,8,7,44,0,5,4.7
2,26,4,2,9,20,0,5,31.5
1,34,5,8,7,44,0,3,40.3
1,53,7,2,7,22,0,10,60.9
1,60,7,8,7,44,0,2,31.9
1,42,6,2,5,44,0,4,9.7
1,17,2,8,6,20,0,8,15.4
1,36,5,9,7,44,0,3,4.8
2,24,3,8,7,44,0,5,1.1
1,30,5,8,7,44,0,7,73.7
2,29,4,99,9,20,0,10,9.9
2,50,7,99,5,40,0,10,213.3
2,31,5,8,9,36,0,10,92.5
1,38,5,9,4,44,0,8,13.3
1,41,6,8,7,44,0,9,18.4
2,47,6,99,9,40,0,10,306.7
1,41,6,8,7,44,0,3,15.9
1,41,6,99,10,40,0,10,87.6
1,38,5,8,6,44,0,10,10.3
1,20,3,8,6,44,0,9,19.6
2,58,7,99,7,30,0,10,209.7
1,48,6,9,4,44,0,8,39.6
2,63,7,99,4,30,0,9,415.3
1,38,5,99,7,40,0,10,44.9
1,49,6,99,5,30,0,8,256.9
1,62,7,8,5,44,0,4,57.9
2,44,6,8,9,44,0,5,105.3
1,44,6,99,7,30,0,10,59.9
1,33,5,2,9,44,0,7,43.9
1,32,5,4,3,44,0,5,24.9
2,24,3,8,7,44,0,7,31.5
2,34,5,99,9,30,0,10,4.2
1,34,5,8,7,36,0,8,14.5
2,37,5,99,9,30,0,10,55.8
1,29,4,4,4,44,0,7,56.4
2,32,5,9,7,44,0,6,32.4
1,31,5,8,7,44,0,2,60.6
1,67,8,99,9,30,0,5,23.7
1,49,6,99,7,30,0,10,324.9
1,45,6,8,7,30,0,7,190.9
1,36,5,8,7,44,0,9,3.0
2,46,6,99,9,40,0,10,43.9
2,32,5,99,7,40,0,10,13.8
1,56,7,8,7,44,0,4,2.7
2,56,7,99,9,16,0,8,153.6
1,55,7,99,9,30,0,10,425.6
2,56,7,99,4,40,0,10,417.9
1,55,7,2,7,44,0,6,43.6
1,28,4,4,7,44,0,8,76.3
2,34,5,99,7,40,0,10,125.7
1,51,7,8,7,44,0,9,248.9
1,38,5,9,7,44,0,5,24.5
1,34,5,8,7,44,0,5,9.7
2,20,3,9,7,44,0,5,4.6
2,35,5,99,9,25,0,10,131.6
1,48,6,99,7,40,0,10,164.8
1,65,8,8,7,38,0,10,110.9
1,63,7,99,7,30,0,8,69.2
1,32,5,99,7,40,0,10,4.9
1,25,4,9,7,44,0,8,14.5
2,35,5,2,9,36,0,10,147.4
2,36,5,99,9,25,0,7,46.2
1,27,4,8,7,44,0,3,79.9
2,33,5,8,7,44,0,10,7.8
2,60,7,99,7,30,0,6,263.1
2,43,6,99,9,30,0,10,148.6
2,58,7,99,5,40,0,10,363.6
1,29,4,99,7,40,0,10,124.9
1,43,6,99,7,30,0,10,190.9
2,54,7,99,5,44,0,10,128.7
1,62,7,99,9,30,0,10,309.9
2,35,5,8,7,44,0,4,8.8
2,20,3,9,7,40,0,3,10.9
2,48,6,99,9,30,0,10,255.9
1,62,7,99,2,40,0,9,394.9
1,37,5,8,7,44,0,6,10.7
2,40,6,99,9,30,0,10,77.0
2,33,5,8,9,30,0,4,10.3
2,27,4,2,7,44,0,6,19.0
2,48,6,9,7,44,0,10,16.9
2,36,5,8,9,6,0,6,16.8
1,19,3,9,7,44,0,7,1.8
2,47,6,99,7,30,0,8,18.9
1,55,7,99,3,30,0,8,202.6
1,41,6,8,7,38,0,10,172.4
2,34,5,99,5,36,0,10,165.8
1,32,5,8,6,44,0,2,92.9
2,39,5,99,9,44,0,9,142.0
1,25,4,2,6,44,0,5,5.0
2,65,8,99,7,44,0,9,16.3
2,38,5,4,7,44,0,3,71.9
2,46,6,8,7,44,0,6,283.9
2,41,6,8,7,44,0,10,59.8
1,33,5,99,7,36,0,10,1.9
1,61,7,8,7,44,0,5,11.9
1,23,3,8,7,44,0,5,45.9
1,37,5,9,7,44,0,7,57.7
2,27,4,9,7,44,0,2,3.0
2,35,5,2,9,44,0,8,34.3
1,38,5,99,8,40,0,10,45.1
1,28,4,8,9,40,0,4,5.0
1,42,6,8,5,44,0,4,50.9
2,64,7,99,9,40,0,10,450.9
1,55,7,9,7,44,0,3,7.9
2,43,6,99,7,40,0,9,176.6
2,30,5,8,7,44,0,2,7.5
2,37,5,99,9,44,0,10,94.1
1,41,6,99,4,36,0,10,154.1
2,47,6,2,6,44,0,4,34.3
2,27,4,9,7,44,0,2,1.1
1,31,5,99,9,30,0,10,26.6
1,29,4,8,7,44,0,7,10.6
2,43,6,2,9,40,0,9,190.6
2,48,6,8,9,30,0,10,34.9
2,41,6,8,7,44,0,7,41.9
1,23,3,8,7,44,0,5,8.7
1,36,5,8,7,42,0,10,170.9
1,22,3,9,7,44,0,10,22.5
1,30,5,8,9,44,0,7,32.9
2,47,6,99,7,40,0,9,118.7
1,22,3,8,6,44,0,10,44.9
1,23,3,2,7,44,0,10,41.8
2,37,5,8,7,44,0,4,3.9
1,44,6,99,7,30,0,10,96.0
1,39,5,4,5,44,0,4,31.9
2,34,5,9,7,42,0,8,34.8
1,23,3,8,7,44,0,8,44.9
1,38,5,2,7,38,0,10,26.9
1,59,7,2,7,44,0,10,376.5
1,29,4,8,9,44,0,10,30.8
1,25,4,8,7,44,0,8,14.5
1,20,3,8,7,36,0,9,17.9
1,24,3,8,7,44,0,6,1.3
1,37,5,8,7,28,0,3,124.4
2,55,7,99,9,40,0,10,488.2
1,60,7,8,7,40,0,6,1.9
2,44,6,8,7,0,0,4,195.9
1,33,5,8,5,44,0,8,81.8
1,45,6,8,6,44,0,5,5.5
2,47,6,2,7,44,0,5,160.7
2,44,6,9,6,44,0,5,86.9
1,48,6,8,4,44,0,2,120.9
1,56,7,99,4,40,0,8,178.9
1,20,3,2,7,44,0,4,1.9
1,59,7,99,9,40,0,10,23.9
2,44,6,99,4,40,0,6,10.9
1,32,5,9,7,44,0,5,90.9
2,28,4,4,7,44,0,3,55.9
1,33,5,2,7,44,0,2,3.9
1,40,6,8,2,44,0,7,14.0
1,53,7,9,7,44,0,4,11.5
1,39,5,8,7,36,0,8,17.9
2,50,7,8,4,44,0,7,4.1
1,22,3,9,7,44,0,4,0.9
1,25,4,8,7,44,0,4,75.6
2,38,5,99,7,36,0,10,25.8
